,kills,headshotKills,heals,damageDealt,DBNOs,walkDistance
13550,2,1,2,416,0,826
13551,1,1,1,119,0,139
13552,0,0,0,71,0,39
13553,0,0,0,0,0,15
13554,1,0,0,74,0,64
13555,0,0,0,0,0,1009
13556,1,1,1,100,0,2440
13557,1,0,0,100,0,179
13558,0,0,0,115,0,3329
13559,1,0,0,100,0,344
13560,0,0,0,29,0,1209
13561,1,0,0,154,0,1781
13562,1,0,1,147,0,3908
13563,3,1,0,358,0,1259
13564,0,0,0,54,0,153
13565,1,0,0,141,0,455
13566,3,1,3,293,0,2361
13567,2,0,3,200,0,1453
13568,0,0,4,46,0,2282
13569,8,4,0,797,0,2320
13570,2,1,2,200,0,3154
13571,1,1,2,102,0,1352
13572,0,0,0,0,0,562
13573,0,0,3,97,0,2057
13574,0,0,2,44,0,3600
13575,0,0,0,60,0,162
13576,0,0,5,0,0,829
13577,1,1,0,100,0,127
13578,0,0,0,0,0,6
13579,0,0,0,0,0,41
13580,2,1,0,200,0,432
13581,2,0,1,136,0,2428
13582,1,0,0,100,0,90
13583,0,0,2,0,0,1165
13584,0,0,1,0,0,2266
13585,0,0,1,89,0,1400
13586,0,0,0,99,0,0
13587,0,0,0,78,0,1387
13588,1,0,0,48,0,245
13589,0,0,0,0,0,14
13590,1,0,4,100,0,1517
13591,0,0,2,57,0,1955
13592,2,1,2,260,0,1066
13593,0,0,5,0,0,2888
13594,3,0,5,275,0,2323
13595,1,0,0,123,0,3223
13596,1,0,0,100,0,1101
13597,1,0,0,100,0,341
13598,1,0,0,146,0,2233
13599,0,0,5,0,0,2132
13600,0,0,0,0,0,308
13601,4,1,0,319,0,341
13602,0,0,0,0,0,91
13603,0,0,0,118,0,388
13604,0,0,0,0,0,16
13605,1,0,1,129,0,2239
13606,0,0,0,0,0,189
13607,1,1,1,122,0,786
13608,0,0,0,0,0,6
13609,0,0,0,0,0,75
13610,0,0,0,0,0,86
13611,0,0,1,0,0,1988
13612,0,0,8,0,0,1899
13613,0,0,0,22,0,328
13614,0,0,0,72,0,79
13615,1,0,1,163,0,919
13616,2,1,4,237,0,2174
13617,1,0,0,100,0,1037
13618,0,0,0,0,0,513
13619,1,1,2,155,0,2047
13620,2,1,0,103,0,143
13621,0,0,0,0,0,343
13622,3,2,7,277,0,1438
13623,2,1,1,298,0,4552
13624,0,0,0,0,0,1
13625,2,0,1,189,0,1304
13626,0,0,0,20,0,881
13627,3,1,0,325,0,2439
13628,1,1,0,128,0,42
13629,0,0,0,0,0,22
13630,0,0,0,25,0,888
13631,0,0,0,0,0,0
13632,0,0,0,0,0,1027
13633,0,0,4,185,0,1604
13634,1,0,0,159,0,1756
13635,0,0,0,0,0,150
13636,0,0,0,0,0,54
13637,0,0,0,16,0,100
13638,1,0,0,100,0,487
13639,1,0,1,138,0,1088
13640,0,0,0,0,0,452
13641,1,0,0,100,0,141
13642,0,0,0,0,0,491
13643,1,1,5,200,0,344
13644,0,0,0,0,0,1534
13645,0,0,0,77,0,151
13646,0,0,0,0,0,0
13647,1,0,0,100,0,99
13648,4,3,1,505,0,2874
13649,0,0,0,0,0,678
13650,0,0,0,0,0,1599
13651,0,0,0,0,0,138
13652,0,0,0,0,0,0
13653,0,0,0,0,0,92
13654,3,1,2,394,0,1346
13655,3,2,5,197,0,3134
13656,0,0,0,0,0,0
13657,1,0,0,166,0,237
13658,0,0,0,0,0,2040
13659,0,0,0,167,0,697
13660,0,0,0,0,0,0
13661,0,0,2,22,0,2712
13662,0,0,0,0,0,55
13663,0,0,0,99,0,240
13664,0,0,0,96,0,930
13665,0,0,0,0,0,128
13666,0,0,0,118,0,145
13667,1,0,4,263,0,483
13668,1,0,0,146,0,1851
13669,0,0,0,0,0,48
13670,1,0,1,100,0,405
13671,0,0,0,0,0,1472
13672,0,0,0,150,0,0
13673,0,0,0,32,0,327
13674,1,0,4,178,0,979
13675,0,0,0,54,0,1490
13676,0,0,0,95,0,10
13677,0,0,0,0,0,29
13678,0,0,0,30,0,280
13679,1,0,0,150,0,1259
13680,0,0,0,87,0,51
13681,0,0,0,0,0,1184
13682,0,0,0,37,0,1211
13683,3,0,4,329,0,1274
13684,3,1,5,373,0,1212
13685,0,0,0,0,0,716
13686,2,0,0,200,0,787
13687,0,0,0,0,0,0
13688,0,0,0,0,0,0
13689,1,0,0,106,0,1117
13690,0,0,30,0,0,3398
13691,0,0,0,0,0,61
13692,0,0,0,73,0,195
13693,0,0,0,0,0,9
13694,0,0,0,0,0,700
13695,0,0,0,0,0,139
13696,0,0,1,0,0,225
13697,0,0,0,278,0,0
13698,0,0,0,83,0,368
13699,1,0,0,152,0,2639
13700,0,0,0,0,0,20
13701,0,0,0,32,0,476
13702,0,0,0,0,0,272
13703,5,1,8,437,0,1641
13704,2,1,0,243,0,54
13705,0,0,0,23,0,24
13706,2,0,0,263,0,1147
13707,0,0,0,0,0,0
13708,3,2,13,427,0,3003
13709,0,0,0,0,0,931
13710,2,1,2,267,0,1338
13711,0,0,0,0,0,321
13712,3,0,0,489,0,2538
13713,0,0,0,73,0,474
13714,4,1,0,612,0,3245
13715,1,0,0,100,0,120
13716,3,2,2,376,0,1462
13717,0,0,0,0,0,95
13718,3,0,2,345,0,2710
13719,1,1,0,100,0,327
13720,1,1,0,194,0,1667
13721,0,0,0,0,0,45
13722,1,1,0,100,0,131
13723,0,0,0,0,0,55
13724,0,0,0,0,0,12
13725,1,0,0,100,0,885
13726,6,0,5,485,0,4535
13727,1,0,0,100,0,280
13728,0,0,0,0,0,112
13729,3,1,0,338,0,1669
13730,7,4,10,858,0,1666
13731,0,0,0,30,0,777
13732,0,0,0,0,0,122
13733,0,0,0,0,0,207
13734,1,0,0,103,0,2651
13735,0,0,0,37,0,13
13736,0,0,0,0,0,0
13737,0,0,4,75,0,1319
13738,2,1,1,152,0,1838
13739,4,0,6,299,0,1832
13740,0,0,0,44,0,400
13741,0,0,0,0,0,10
13742,0,0,0,0,0,584
13743,0,0,0,0,0,898
13744,0,0,0,0,0,708
13745,0,0,2,84,0,1017
13746,0,0,0,30,0,257
13747,0,0,2,0,0,1310
13748,0,0,0,0,0,542
13749,0,0,0,0,0,25
13750,0,0,0,0,0,6
13751,1,0,0,103,0,2570
13752,3,1,0,347,0,799
13753,4,2,2,345,0,2703
13754,0,0,0,0,0,591
13755,0,0,1,0,0,3533
13756,0,0,0,0,0,617
13757,2,0,0,180,0,1192
13758,0,0,0,0,0,9
13759,0,0,2,58,0,2123
13760,0,0,0,0,0,75
13761,0,0,0,30,0,0
13762,0,0,0,0,0,2980
13763,1,0,0,122,0,501
13764,0,0,0,0,0,2070
13765,0,0,0,0,0,19
13766,0,0,0,0,0,257
13767,2,1,1,226,0,2423
13768,1,0,0,124,0,1897
13769,4,1,0,441,0,3069
13770,2,0,0,200,0,206
13771,0,0,0,0,0,65
13772,1,1,0,100,0,1171
13773,0,0,0,0,0,23
13774,1,0,0,100,0,719
13775,1,0,0,188,0,448
13776,0,0,0,0,0,54
13777,0,0,0,0,0,691
13778,1,0,0,98,0,2228
13779,1,1,0,100,0,38
13780,0,0,0,0,0,5
13781,1,1,0,100,0,1499
13782,0,0,0,46,0,510
13783,1,0,0,130,0,677
13784,1,0,0,100,0,62
13785,0,0,0,0,0,0
13786,0,0,0,0,0,239
13787,0,0,0,15,0,1694
13788,1,1,0,71,0,133
13789,0,0,0,89,0,127
13790,0,0,0,0,0,2539
13791,0,0,0,72,0,3064
13792,0,0,0,0,0,1478
13793,1,0,0,100,0,252
13794,0,0,0,0,0,178
13795,0,0,0,423,0,0
13796,0,0,0,136,0,831
13797,0,0,3,0,0,1852
13798,0,0,0,0,0,1240
13799,0,0,0,67,0,304
13800,2,1,0,200,0,321
13801,3,0,5,271,0,2167
13802,3,0,0,273,0,2674
13803,1,0,0,84,0,1307
13804,1,1,8,134,0,1003
13805,0,0,0,129,0,281
13806,2,0,2,200,0,1204
13807,0,0,0,0,0,957
13808,1,0,0,61,0,691
13809,5,1,1,485,0,1888
13810,1,0,0,100,0,2315
13811,0,0,0,0,0,155
13812,1,0,3,146,0,259
13813,0,0,1,31,0,1885
13814,0,0,0,34,0,16
13815,0,0,0,0,0,30
13816,1,0,3,100,0,1674
13817,0,0,0,0,0,0
13818,4,1,1,454,0,1847
13819,0,0,0,0,0,844
13820,2,1,0,189,0,61
13821,1,1,0,100,0,317
13822,0,0,2,0,0,631
13823,1,0,1,100,0,524
13824,1,0,0,76,0,473
13825,2,2,1,200,0,763
13826,0,0,0,0,0,0
13827,0,0,0,96,0,89
13828,0,0,0,0,0,31
13829,1,0,6,100,0,567
13830,1,0,0,100,0,141
13831,1,0,5,100,0,77
13832,0,0,0,43,0,391
13833,1,0,0,100,0,209
13834,0,0,0,123,0,134
13835,0,0,0,0,0,0
13836,3,0,0,245,0,1527
13837,0,0,0,0,0,38
13838,0,0,1,0,0,5642
13839,0,0,0,0,0,2326
13840,2,1,1,200,0,220
13841,0,0,0,0,0,157
13842,0,0,0,0,0,105
13843,1,0,5,100,0,522
13844,0,0,0,53,0,670
13845,1,0,5,100,0,990
13846,1,0,9,100,0,2668
13847,1,0,1,129,0,1112
13848,0,0,0,0,0,119
13849,0,0,0,37,0,72
13850,1,0,0,100,0,17
13851,1,0,1,118,0,1034
13852,0,0,0,0,0,34
13853,4,1,1,509,0,857
13854,0,0,0,40,0,1941
13855,1,0,5,100,0,318
13856,2,0,0,200,0,1134
13857,4,1,4,373,0,2366
13858,0,0,0,0,0,118
13859,0,0,0,0,0,1428
13860,1,0,2,100,0,1763
13861,1,0,1,69,0,1419
13862,1,1,0,100,0,1205
13863,2,0,1,249,0,775
13864,0,0,0,40,0,27
13865,3,1,0,340,0,222
13866,3,2,3,262,0,2406
13867,1,0,0,100,0,90
13868,0,0,0,0,0,2207
13869,0,0,0,0,0,1184
13870,2,0,0,200,0,1277
13871,0,0,0,47,0,577
13872,1,0,0,100,0,97
13873,0,0,2,0,0,678
13874,0,0,0,0,0,170
13875,3,1,0,379,0,2878
13876,0,0,0,99,0,0
13877,0,0,0,73,0,61
13878,0,0,0,0,0,1600
13879,0,0,0,119,0,205
13880,0,0,0,0,0,1214
13881,1,0,0,100,0,318
13882,1,0,0,100,0,1840
13883,0,0,0,42,0,270
13884,0,0,0,0,0,0
13885,0,0,0,0,0,8
13886,0,0,0,0,0,80
13887,0,0,0,0,0,346
13888,6,0,2,600,0,1819
13889,1,1,0,187,0,1314
13890,0,0,0,33,0,1080
13891,1,0,1,100,0,1328
13892,0,0,0,0,0,0
13893,0,0,0,77,0,122
13894,1,1,11,65,0,2767
13895,0,0,0,0,0,256
13896,0,0,0,0,0,195
13897,0,0,2,65,0,333
13898,1,1,1,127,0,244
13899,3,2,1,240,0,1272
13900,0,0,1,60,0,939
13901,0,0,0,0,0,1080
13902,0,0,0,0,0,431
13903,1,0,0,100,0,503
13904,0,0,0,100,0,500
13905,3,1,1,235,0,2147
13906,1,0,0,100,0,267
13907,0,0,0,43,0,124
13908,0,0,0,0,0,388
13909,2,0,6,252,0,317
13910,0,0,0,155,0,2133
13911,2,0,1,259,0,771
13912,0,0,7,21,0,1872
13913,0,0,3,0,0,3818
13914,5,1,5,500,0,1560
13915,0,0,0,0,0,309
13916,1,0,0,82,0,930
13917,1,0,5,187,0,2293
13918,0,0,0,0,0,0
13919,2,0,0,200,0,148
13920,0,0,0,0,0,0
13921,0,0,0,0,0,489
13922,0,0,0,19,0,147
13923,1,0,0,100,0,479
13924,1,0,0,133,0,1203
13925,2,1,1,200,0,2319
13926,2,0,0,200,0,1143
13927,0,0,0,11,0,102
13928,0,0,0,0,0,67
13929,6,1,0,484,0,2516
13930,0,0,0,49,0,627
13931,0,0,0,0,0,265
13932,0,0,0,0,0,163
13933,0,0,0,0,0,1211
13934,0,0,0,0,0,0
13935,0,0,0,0,0,2144
13936,1,0,0,100,0,1297
13937,0,0,0,0,0,1332
13938,1,0,0,100,0,77
13939,0,0,0,0,0,297
13940,1,0,4,100,0,1370
13941,1,1,0,143,0,273
13942,1,0,0,172,0,1801
13943,0,0,0,12,0,951
13944,1,0,1,100,0,3925
13945,0,0,0,0,0,0
13946,3,0,2,392,0,956
13947,0,0,0,10,0,22
13948,0,0,0,0,0,98
13949,0,0,0,38,0,1797
13950,0,0,4,0,0,739
13951,1,1,0,100,0,704
13952,0,0,0,0,0,5
13953,0,0,0,0,0,1519
13954,2,1,3,212,0,1147
13955,1,1,4,143,0,192
13956,0,0,0,47,0,681
13957,2,1,8,189,0,2658
13958,0,0,1,137,0,1885
13959,0,0,0,0,0,31
13960,3,1,0,398,0,1908
13961,0,0,0,0,0,228
13962,12,4,1,1138,0,3373
13963,0,0,0,0,0,0
13964,3,1,1,283,0,1620
13965,0,0,0,0,0,0
13966,0,0,0,39,0,300
13967,0,0,0,30,0,130
13968,1,0,0,199,0,949
13969,0,0,0,31,0,20
13970,1,0,0,100,0,159
13971,0,0,0,0,0,2
13972,1,0,1,203,0,572
13973,0,0,0,33,0,2895
13974,0,0,0,0,0,1515
13975,2,0,4,188,0,2168
13976,1,1,3,100,0,334
13977,2,0,4,209,0,2615
13978,2,1,0,162,0,2743
13979,4,2,2,406,0,830
13980,1,0,0,100,0,194
13981,0,0,0,0,0,0
13982,2,1,0,177,0,439
13983,1,0,8,95,0,2475
13984,0,0,0,0,0,0
13985,1,0,0,37,0,357
13986,0,0,0,17,0,27
13987,3,0,1,299,0,1564
13988,0,0,0,0,0,1116
13989,1,0,2,100,0,1593
13990,0,0,0,62,0,175
13991,0,0,0,0,0,1670
13992,0,0,0,185,0,0
13993,2,1,1,261,0,480
13994,0,0,0,0,0,27
13995,0,0,0,64,0,2081
13996,0,0,20,0,0,2470
13997,0,0,7,0,0,2328
13998,4,1,0,384,0,1753
13999,2,1,0,311,0,646
14000,0,0,0,84,0,176
14001,1,1,0,100,0,2209
14002,3,0,1,369,0,2034
14003,1,0,0,123,0,1961
14004,0,0,1,0,0,680
14005,0,0,0,0,0,351
14006,0,0,0,0,0,270
14007,0,0,0,0,0,394
14008,0,0,0,47,0,209
14009,0,0,0,0,0,190
14010,1,1,5,188,0,1088
14011,1,0,0,123,0,1151
14012,0,0,0,51,0,783
14013,0,0,0,0,0,147
14014,0,0,1,52,0,1737
14015,1,0,0,100,0,209
14016,1,0,0,164,0,830
14017,1,0,2,180,0,2960
14018,0,0,0,0,0,1493
14019,0,0,0,0,0,272
14020,0,0,0,0,0,255
14021,1,1,2,210,0,1990
14022,0,0,0,0,0,159
14023,0,0,0,0,0,350
14024,0,0,0,0,0,5
14025,0,0,0,0,0,180
14026,0,0,0,0,0,1061
14027,0,0,0,0,0,119
14028,0,0,0,0,0,0
14029,0,0,0,0,0,435
14030,2,0,1,139,0,2508
14031,0,0,0,99,0,0
14032,0,0,1,27,0,89
14033,4,0,1,527,0,1758
14034,2,0,5,238,0,2095
14035,0,0,0,0,0,66
14036,0,0,0,0,0,99
14037,2,0,1,143,0,2265
14038,0,0,3,61,0,254
14039,2,1,1,301,0,2008
14040,1,0,0,228,0,2418
14041,0,0,0,0,0,90
14042,0,0,0,0,0,140
14043,1,0,1,128,0,417
14044,1,0,0,100,0,578
14045,0,0,0,77,0,2737
14046,5,1,0,401,0,1391
14047,1,0,7,177,0,5018
14048,2,0,5,256,0,727
14049,0,0,0,44,0,74
14050,0,0,0,0,0,95
14051,0,0,0,0,0,28
14052,4,0,2,301,0,1566
14053,1,0,1,122,0,618
14054,0,0,0,60,0,85
14055,2,1,1,254,0,2277
14056,1,1,0,122,0,2808
14057,0,0,0,0,0,662
14058,0,0,0,0,0,911
14059,1,0,0,108,0,101
14060,3,1,3,419,0,566
14061,0,0,0,0,0,424
14062,1,1,0,79,0,437
14063,0,0,2,39,0,1910
14064,1,1,4,100,0,1649
14065,4,0,0,481,0,2425
14066,0,0,0,0,0,384
14067,1,0,0,100,0,991
14068,0,0,0,0,0,202
14069,1,0,2,113,0,2008
14070,5,0,3,537,0,1703
14071,0,0,0,187,0,0
14072,2,1,1,200,0,315
14073,3,1,5,257,0,3433
14074,0,0,2,0,0,1055
14075,2,1,2,330,0,2323
14076,0,0,0,0,0,0
14077,0,0,0,3,0,1974
14078,0,0,0,0,0,1878
14079,1,0,0,100,0,122
14080,0,0,0,0,0,309
14081,0,0,1,12,0,0
14082,1,0,0,100,0,388
14083,7,2,0,818,0,2375
14084,1,0,0,100,0,926
14085,0,0,0,178,0,0
14086,2,1,1,265,0,517
14087,4,1,4,417,0,4756
14088,2,1,1,148,0,633
14089,0,0,0,0,0,601
14090,0,0,0,37,0,99
14091,0,0,0,111,0,724
14092,3,0,0,332,0,3512
14093,3,0,0,307,0,1084
14094,0,0,0,86,0,427
14095,1,0,2,100,0,451
14096,0,0,0,96,0,632
14097,2,0,0,169,0,1189
14098,0,0,0,0,0,0
14099,1,0,0,100,0,951
14100,2,1,2,206,0,1958
14101,1,1,1,181,0,2414
14102,0,0,3,0,0,2179
14103,1,1,1,100,0,1657
14104,0,0,0,0,0,21
14105,0,0,0,76,0,25
14106,0,0,5,92,0,3034
14107,0,0,0,29,0,50
14108,0,0,0,90,0,34
14109,1,1,4,100,0,1945
14110,0,0,0,0,0,1448
14111,0,0,0,106,0,3783
14112,0,0,0,86,0,240
14113,2,1,1,274,0,1962
14114,3,2,4,257,0,2672
14115,0,0,0,45,0,65
14116,2,0,0,200,0,390
14117,1,0,1,123,0,806
14118,1,0,1,100,0,241
14119,0,0,0,48,0,55
14120,2,1,2,446,0,1615
14121,2,1,15,200,0,1842
14122,1,0,1,100,0,1880
14123,1,0,0,100,0,1381
14124,0,0,0,0,0,224
14125,2,0,4,286,0,3039
14126,0,0,0,0,0,0
14127,1,0,1,100,0,989
14128,4,1,4,491,0,1167
14129,0,0,0,0,0,0
14130,0,0,0,0,0,610
14131,4,2,3,349,0,4259
14132,13,4,7,1280,0,3955
14133,0,0,2,0,0,135
14134,0,0,0,0,0,1312
14135,1,0,0,171,0,1244
14136,0,0,0,11,0,0
14137,0,0,0,0,0,33
14138,0,0,1,111,0,1889
14139,2,0,2,175,0,3553
14140,2,0,0,200,0,1328
14141,0,0,0,0,0,76
14142,0,0,0,47,0,737
14143,0,0,0,0,0,1194
14144,0,0,0,34,0,25
14145,0,0,0,79,0,3286
14146,0,0,0,37,0,222
14147,0,0,1,0,0,1296
14148,0,0,0,51,0,158
14149,1,0,8,118,0,3588
14150,0,0,2,0,0,2210
14151,0,0,0,0,0,249
14152,0,0,0,99,0,0
14153,0,0,0,0,0,159
14154,0,0,0,0,0,0
14155,2,0,3,165,0,2591
14156,0,0,0,0,0,505
14157,0,0,0,77,0,453
14158,4,4,1,377,0,2105
14159,0,0,0,47,0,4
14160,0,0,0,140,0,0
14161,0,0,0,0,0,577
14162,0,0,0,60,0,336
14163,2,1,5,249,0,1388
14164,1,0,2,100,0,951
14165,0,0,0,0,0,163
14166,2,0,2,247,0,804
14167,0,0,0,40,0,28
14168,0,0,5,5,0,614
14169,1,0,0,100,0,1697
14170,0,0,0,0,0,1267
14171,3,2,6,415,0,2548
14172,1,0,1,100,0,286
14173,0,0,0,55,0,1134
14174,1,0,1,197,0,135
14175,0,0,0,62,0,605
14176,0,0,0,0,0,0
14177,0,0,0,0,0,72
14178,1,0,0,100,0,93
14179,0,0,0,0,0,0
14180,0,0,0,0,0,40
14181,0,0,0,0,0,0
14182,1,1,0,107,0,1676
14183,1,0,2,65,0,661
14184,1,0,1,100,0,167
14185,3,1,5,206,0,2001
14186,1,0,1,100,0,118
14187,0,0,0,16,0,2470
14188,0,0,1,0,0,2456
14189,0,0,0,40,0,76
14190,0,0,0,0,0,217
14191,1,1,0,185,0,386
14192,0,0,0,0,0,91
14193,1,0,0,176,0,1554
14194,2,0,8,200,0,1090
14195,0,0,0,93,0,25
14196,1,0,0,100,0,2070
14197,0,0,0,0,0,22
14198,0,0,0,0,0,1083
14199,0,0,0,71,0,70
14200,0,0,0,25,0,378
14201,0,0,0,96,0,0
14202,0,0,0,0,0,2988
14203,0,0,2,28,0,741
14204,0,0,0,93,0,26
14205,5,0,5,564,0,1933
14206,0,0,0,0,0,219
14207,0,0,0,0,0,0
14208,0,0,0,0,0,794
14209,1,0,2,93,0,2151
14210,0,0,0,96,0,405
14211,0,0,0,0,0,679
14212,0,0,0,30,0,120
14213,0,0,0,56,0,1238
14214,0,0,0,16,0,115
14215,0,0,0,0,0,1
14216,1,1,0,91,0,895
14217,1,0,0,100,0,247
14218,0,0,0,0,0,47
14219,1,0,0,100,0,1407
14220,1,0,1,176,0,392
14221,0,0,0,21,0,681
14222,1,0,0,100,0,372
14223,1,0,2,188,0,1820
14224,2,1,9,230,0,1656
14225,0,0,0,72,0,207
14226,1,1,0,138,0,848
14227,0,0,1,0,0,1366
14228,0,0,0,0,0,15
14229,0,0,0,79,0,229
14230,2,0,1,200,0,1977
14231,0,0,0,27,0,1319
14232,0,0,0,77,0,1879
14233,0,0,0,94,0,966
14234,0,0,0,28,0,652
14235,0,0,0,71,0,80
14236,1,0,1,100,0,1396
14237,0,0,1,0,0,1328
14238,0,0,2,0,0,1160
14239,0,0,0,0,0,0
14240,0,0,0,0,0,44
14241,1,0,1,199,0,1843
14242,0,0,0,0,0,1855
14243,0,0,0,42,0,76
14244,1,0,2,100,0,975
14245,1,1,0,146,0,582
14246,0,0,0,0,0,337
14247,0,0,0,0,0,81
14248,0,0,0,56,0,128
14249,0,0,0,0,0,804
14250,1,0,4,215,0,2291
14251,0,0,0,0,0,1757
14252,0,0,0,451,0,0
14253,0,0,0,85,0,13
14254,0,0,0,23,0,19
14255,0,0,0,0,0,1113
14256,0,0,0,0,0,9
14257,0,0,0,99,0,108
14258,0,0,0,0,0,113
14259,0,0,0,0,0,100
14260,0,0,0,0,0,13
14261,0,0,0,64,0,2041
14262,0,0,1,23,0,1648
14263,0,0,0,52,0,742
14264,1,1,0,192,0,1918
14265,2,0,0,200,0,1077
14266,0,0,0,0,0,53
14267,1,0,0,172,0,83
14268,0,0,1,0,0,3149
14269,2,2,0,202,0,977
14270,0,0,0,38,0,2297
14271,1,1,0,100,0,368
14272,0,0,0,66,0,2037
14273,0,0,1,70,0,809
14274,2,0,20,223,0,1881
14275,0,0,0,99,0,0
14276,0,0,0,0,0,27
14277,0,0,5,132,0,2966
14278,0,0,0,0,0,86
14279,2,1,3,295,0,2599
14280,1,0,0,123,0,957
14281,0,0,0,221,0,0
14282,3,1,4,402,0,3188
14283,1,0,0,146,0,1120
14284,0,0,0,0,0,655
14285,0,0,0,53,0,77
14286,1,0,0,100,0,0
14287,0,0,0,23,0,626
14288,3,1,3,289,0,1271
14289,1,0,1,131,0,702
14290,1,0,0,100,0,141
14291,0,0,1,48,0,1655
14292,0,0,1,0,0,1562
14293,0,0,0,0,0,42
14294,0,0,1,0,0,108
14295,1,0,0,60,0,450
14296,0,0,0,0,0,7
14297,0,0,0,0,0,133
14298,0,0,0,37,0,79
14299,0,0,0,51,0,131
14300,0,0,0,0,0,122
14301,1,0,0,100,0,1132
14302,2,1,1,411,0,2503
14303,0,0,0,0,0,99
14304,1,0,0,110,0,1494
14305,0,0,0,0,0,0
14306,0,0,0,0,0,0
14307,2,1,0,266,0,686
14308,1,0,0,100,0,1463
14309,0,0,0,0,0,2454
14310,0,0,3,0,0,4092
14311,1,1,2,59,0,2030
14312,0,0,0,0,0,1801
14313,0,0,0,93,0,0
14314,0,0,1,0,0,1497
14315,1,0,0,165,0,3162
14316,0,0,0,0,0,48
14317,4,3,1,364,0,1213
14318,0,0,1,0,0,1804
14319,3,1,2,280,0,2501
14320,1,0,5,150,0,382
14321,2,0,3,200,0,699
14322,1,0,0,100,0,597
14323,3,0,0,300,0,370
14324,0,0,0,0,0,552
14325,1,0,0,100,0,245
14326,2,0,0,178,0,128
14327,0,0,0,93,0,405
14328,0,0,0,0,0,0
14329,2,0,0,200,0,590
14330,0,0,2,0,0,1395
14331,0,0,1,50,0,3086
14332,1,0,0,100,0,188
14333,1,0,0,100,0,1234
14334,0,0,0,0,0,55
14335,0,0,0,49,0,438
14336,0,0,0,73,0,96
14337,0,0,0,0,0,498
14338,2,0,0,200,0,163
14339,1,0,1,100,0,316
14340,0,0,0,0,0,1745
14341,2,0,18,291,0,2557
14342,0,0,0,28,0,14
14343,0,0,0,0,0,434
14344,0,0,1,0,0,561
14345,2,1,1,132,0,166
14346,2,1,0,416,0,3102
14347,7,1,18,661,0,2646
14348,2,0,0,200,0,56
14349,1,0,0,75,0,348
14350,0,0,0,73,0,599
14351,0,0,0,0,0,128
14352,0,0,0,0,0,1812
14353,0,0,0,11,0,155
14354,1,0,3,100,0,2728
14355,0,0,0,55,0,147
14356,0,0,0,0,0,437
14357,0,0,0,0,0,892
14358,1,0,0,100,0,1368
14359,4,0,4,375,0,2556
14360,0,0,0,0,0,0
14361,0,0,0,24,0,1339
14362,0,0,0,0,0,81
14363,0,0,0,19,0,546
14364,3,1,1,256,0,1707
14365,0,0,0,0,0,212
14366,1,0,0,135,0,817
14367,4,1,0,409,0,1709
14368,0,0,0,80,0,72
14369,0,0,0,0,0,1821
14370,0,0,0,70,0,332
14371,0,0,0,0,0,36
14372,1,1,0,160,0,2145
14373,0,0,0,0,0,23
14374,0,0,0,396,0,0
14375,0,0,1,128,0,615
14376,0,0,0,99,0,0
14377,1,0,2,100,0,1286
14378,0,0,0,168,0,0
14379,0,0,0,0,0,309
14380,0,0,0,0,0,671
14381,1,0,1,100,0,1782
14382,0,0,0,0,0,1053
14383,0,0,0,47,0,705
14384,3,1,1,372,0,3360
14385,0,0,2,0,0,2368
14386,5,2,0,542,0,2937
14387,3,1,2,347,0,2403
14388,1,0,0,148,0,1644
14389,5,1,9,443,0,2244
14390,0,0,0,0,0,458
14391,0,0,0,0,0,36
14392,2,0,1,130,0,3057
14393,0,0,0,0,0,3261
14394,0,0,0,0,0,564
14395,4,1,6,478,0,2574
14396,0,0,0,106,0,491
14397,0,0,0,0,0,376
14398,1,0,0,277,0,1539
14399,0,0,0,0,0,0
14400,1,1,0,100,0,1458
14401,3,0,2,404,0,1333
14402,0,0,0,89,0,0
14403,2,1,0,200,0,751
14404,0,0,0,0,0,93
14405,3,0,0,268,0,2012
14406,1,0,4,100,0,3523
14407,1,0,1,149,0,1488
14408,3,2,1,300,0,1005
14409,0,0,0,0,0,0
14410,1,0,0,58,0,1454
14411,0,0,1,237,0,0
14412,4,1,4,449,0,3467
14413,1,0,0,60,0,2154
14414,0,0,0,0,0,193
14415,0,0,1,0,0,683
14416,5,1,3,477,0,5188
14417,1,0,1,222,0,851
14418,1,0,2,140,0,2032
14419,1,0,0,188,0,162
14420,0,0,0,99,0,0
14421,0,0,0,42,0,75
14422,0,0,0,0,0,648
14423,0,0,0,0,0,62
14424,0,0,0,80,0,412
14425,0,0,0,0,0,308
14426,1,0,0,100,0,70
14427,1,0,3,98,0,1314
14428,0,0,0,0,0,300
14429,0,0,10,0,0,3912
14430,0,0,0,49,0,1064
14431,0,0,0,0,0,0
14432,2,0,2,377,0,1801
14433,0,0,0,23,0,156
14434,0,0,0,0,0,89
14435,0,0,0,0,0,381
14436,0,0,0,0,0,23
14437,2,0,2,250,0,2636
14438,2,0,1,200,0,281
14439,0,0,0,0,0,452
14440,2,1,0,200,0,69
14441,0,0,1,51,0,917
14442,2,1,0,200,0,544
14443,1,0,0,132,0,396
14444,0,0,0,0,0,190
14445,6,1,5,838,0,2024
14446,0,0,0,495,0,0
14447,0,0,0,23,0,255
14448,0,0,0,0,0,0
14449,1,0,0,102,0,2030
14450,1,1,7,149,0,2124
14451,0,0,0,0,0,369
14452,0,0,0,0,0,1284
14453,0,0,0,0,0,0
14454,1,0,2,152,0,4806
14455,2,0,0,200,0,1598
14456,0,0,0,0,0,836
