,winPlacePerc,winPlaceInt
1182287,0.1122,11.219999999999999
1182291,0.125,12.5
1182296,0.9062,90.62
1182318,0.0,0.0
1182329,0.3646,36.46
1182332,0.75,75.0
1182333,0.7053,70.53
1182387,0.4111,41.11
1182393,0.2553,25.53
1182426,0.8878,88.78
1182450,0.1196,11.959999999999999
1182469,0.0,0.0
1182476,0.1895,18.95
1182491,0.5326,53.26
1182513,0.9175,91.75
1182557,0.1915,19.15
1182560,0.8,80.0
1182591,0.4944,49.44
1182639,0.0,0.0
1182640,0.4316,43.16
1182655,0.2737,27.37
1182658,0.7436,74.36
1182677,0.4792,47.92
1182694,0.8316,83.16
1182721,0.6947,69.47
1182772,0.3878,38.78
1182787,0.1531,15.310000000000002
1182800,0.3511,35.11
1182836,0.1031,10.31
1182844,0.5532,55.32
1182867,0.8495,84.95
1182872,0.618,61.8
1182878,0.0968,9.68
1182889,0.5354,53.54
1182917,0.6087,60.870000000000005
1182932,0.5909,59.089999999999996
1182956,0.8125,81.25
1182971,0.2088,20.880000000000003
1183029,0.978,97.8
1183051,0.0,0.0
1183104,0.3511,35.11
1183132,0.0825,8.25
1183170,0.3939,39.39
1183208,0.9796,97.96000000000001
1183217,0.5591,55.910000000000004
1183248,0.1702,17.02
1183249,1.0,100.0
1183293,0.0306,3.06
1183312,0.4787,47.870000000000005
1183462,0.8333,83.33
1183518,0.7158,71.58
1183527,0.9167,91.67
1183572,0.9474,94.74000000000001
1183587,0.0417,4.17
1183594,0.9474,94.74000000000001
1183607,0.2151,21.51
1183610,0.3626,36.26
1183622,0.6196,61.96
1183637,0.0,0.0
1183662,0.6383,63.83
1183714,0.6882,68.82000000000001
1183727,0.299,29.9
1183737,0.9579,95.78999999999999
1183754,0.044,4.3999999999999995
1183894,0.9794,97.94
1183959,0.2737,27.37
1184012,0.5591,55.910000000000004
1184015,0.866,86.6
1184022,0.7263,72.63
1184024,0.5979,59.79
1184050,0.9263,92.63
1184051,0.1915,19.15
1184053,0.5652,56.52
1184056,0.8646,86.46000000000001
1184105,0.3158,31.580000000000002
1184124,0.2526,25.259999999999998
1184152,0.9894,98.94
1184156,0.0638,6.38
1184162,0.5455,54.55
1184199,0.1383,13.83
1184225,0.5158,51.580000000000005
1184266,0.3516,35.160000000000004
1184273,0.0,0.0
1184293,0.2653,26.529999999999998
1184311,0.4902,49.02
1184314,0.1327,13.270000000000001
1184347,0.866,86.6
1184355,0.766,76.6
1184377,0.4526,45.26
1184466,0.6489,64.89
1184476,0.7419,74.19
1184506,0.7527,75.27000000000001
1184527,0.6421,64.21
1184544,0.7667,76.67
1184553,0.7872,78.72
1184567,0.2447,24.47
1184580,0.7835,78.35
1184588,0.5417,54.169999999999995
1184629,0.6042,60.419999999999995
1184651,0.0,0.0
1184732,0.0,0.0
1184736,0.3298,32.98
1184746,0.0515,5.1499999999999995
1184760,0.3333,33.33
1184763,0.6598,65.98
1184774,0.701,70.1
1184795,0.8542,85.42
1184798,0.9368,93.67999999999999
1184841,0.6593,65.93
1184867,0.9684,96.84
1184868,0.0425,4.25
1184876,0.4583,45.83
1184877,0.1351,13.51
1184892,0.8171,81.71000000000001
1184922,0.7447,74.47
1184970,0.6064,60.64000000000001
1184975,0.5213,52.129999999999995
1185000,0.3371,33.71
1185046,0.6027,60.27
1185050,0.0,0.0
1185051,0.7579,75.79
1185085,0.0753,7.53
1185091,0.7347,73.47
1185096,0.0,0.0
1185104,0.0,0.0
1185140,0.4946,49.46
1185179,0.1596,15.959999999999999
1185184,0.7158,71.58
1185255,0.5632,56.32
1185256,0.7368,73.68
1185288,0.3367,33.67
1185292,0.1458,14.580000000000002
1185301,1.0,100.0
1185327,0.6703,67.03
1185334,0.766,76.6
1185365,0.6875,68.75
1185390,0.1633,16.33
1185397,0.086,8.6
1185420,0.2887,28.87
1185434,0.6703,67.03
1185448,0.1313,13.13
1185460,0.4536,45.36
1185472,0.734,73.4
1185533,0.6042,60.419999999999995
1185558,0.6064,60.64000000000001
1185572,0.7667,76.67
1185596,0.0833,8.33
1185612,0.6289,62.89
1185622,0.2812,28.12
1185672,0.0515,5.1499999999999995
1185675,0.0548,5.48
1185726,0.0,0.0
1185751,0.2396,23.96
1185806,0.9231,92.31
1185825,0.3191,31.91
1185864,0.1979,19.79
1185904,0.6875,68.75
1185934,0.4409,44.09
1185943,0.732,73.2
1185949,0.3125,31.25
1185966,0.4688,46.88
1185971,0.5222,52.22
1185979,0.7957,79.57
1185986,0.9158,91.58
1186001,0.7895,78.95
1186029,0.163,16.3
1186043,0.9341,93.41000000000001
1186055,0.0323,3.2300000000000004
1186070,0.5895,58.95
1186147,0.2632,26.32
1186173,0.0652,6.52
1186213,0.5,50.0
1186237,0.8776,87.76
1186267,0.2421,24.21
1186277,0.0206,2.06
1186288,0.2105,21.05
1186307,0.7526,75.26
1186336,0.3152,31.52
1186403,0.0244,2.44
1186419,0.2812,28.12
1186449,0.6413,64.13
1186458,0.2128,21.279999999999998
1186463,0.0521,5.21
1186468,0.3723,37.230000000000004
1186506,0.0,0.0
1186511,0.2826,28.26
1186523,0.4286,42.86
1186541,0.9263,92.63
1186549,0.5258,52.580000000000005
1186550,0.0319,3.19
1186551,0.2234,22.34
1186598,0.0706,7.06
1186632,0.7283,72.83
1186640,0.2903,29.03
1186700,0.8333,83.33
1186715,0.449,44.9
1186795,0.8958,89.58
1186813,0.7979,79.79
1186904,0.7727,77.27000000000001
1186936,0.9432,94.32000000000001
1186991,0.0,0.0
1187007,0.2,20.0
1187009,0.8763,87.63
1187025,0.0,0.0
1187039,0.7835,78.35
1187058,0.2125,21.25
1187067,0.5368,53.68000000000001
1187074,0.1979,19.79
1187103,0.0729,7.290000000000001
1187126,0.7579,75.79
1187141,0.0,0.0
1187169,0.7245,72.45
1187219,0.0947,9.47
1187221,0.9368,93.67999999999999
1187227,0.5745,57.45
1187244,0.8854,88.53999999999999
1187342,0.8763,87.63
1187349,0.6875,68.75
1187353,1.0,100.0
1187379,1.0,100.0
1187405,0.5464,54.64
1187428,0.6289,62.89
1187442,0.0103,1.03
1187466,0.8617,86.17
1187488,0.3793,37.93
1187494,0.4286,42.86
1187499,0.8387,83.87
1187507,0.0957,9.569999999999999
1187511,0.3152,31.52
1187533,0.5851,58.51
1187551,0.8696,86.96000000000001
1187560,0.2083,20.830000000000002
1187573,0.5312,53.12
1187609,0.0,0.0
1187630,0.5312,53.12
1187644,0.5684,56.84
1187650,0.8617,86.17
1187651,0.8421,84.21
1187655,0.6207,62.07
1187676,0.2366,23.66
1187692,0.4086,40.86
1187696,0.0532,5.319999999999999
1187727,0.0938,9.379999999999999
1187730,0.8652,86.52
1187767,0.9111,91.11
1187769,0.0425,4.25
1187817,0.2421,24.21
1187835,0.3636,36.36
1187858,0.3118,31.180000000000003
1187865,0.1596,15.959999999999999
1187873,0.9899,98.99
1187906,0.3226,32.26
1187930,0.3708,37.08
1187949,0.6907,69.07
1187996,0.5714,57.14
1188000,0.3763,37.63
1188210,0.8242,82.42
1188217,0.6771,67.71000000000001
1188232,0.3444,34.44
1188281,0.0,0.0
1188293,0.2903,29.03
1188344,0.9691,96.91
1188380,0.6667,66.67
1188399,0.5833,58.330000000000005
1188444,0.3579,35.79
1188472,0.6484,64.84
1188492,0.875,87.5
1188495,0.5714,57.14
1188511,0.117,11.700000000000001
1188528,0.0,0.0
1188546,0.4505,45.050000000000004
1188551,0.9072,90.72
1188588,0.5208,52.080000000000005
1188603,0.0,0.0
1188640,0.0,0.0
1188656,0.7216,72.16
1188725,0.8462,84.61999999999999
1188734,0.5778,57.78
1188778,0.3846,38.46
1188815,0.4839,48.39
1188861,0.5217,52.17
1188872,0.0769,7.6899999999999995
1188883,0.6316,63.160000000000004
1188929,0.7527,75.27000000000001
1189002,0.5895,58.95
1189020,0.1809,18.09
1189058,0.2316,23.16
1189086,0.3854,38.54
1189097,0.087,8.7
1189101,0.1477,14.77
1189121,0.6875,68.75
1189131,0.3265,32.65
1189180,0.1979,19.79
1189208,0.6421,64.21
1189245,0.8526,85.26
1189250,0.0,0.0
1189286,0.617,61.7
1189304,0.2947,29.470000000000002
1189329,0.9479,94.78999999999999
1189337,0.7292,72.92
1189340,0.0816,8.16
1189353,0.6739,67.39
1189355,0.0,0.0
1189377,0.2967,29.67
1189430,0.2553,25.53
1189475,0.9375,93.75
1189502,0.4742,47.42
1189536,0.8866,88.66000000000001
1189590,0.9072,90.72
1189620,0.4359,43.59
1189630,0.4737,47.370000000000005
1189637,0.7604,76.03999999999999
1189640,0.0515,5.1499999999999995
1189689,0.8571,85.71
1189703,0.4111,41.11
1189709,0.266,26.6
1189711,0.1209,12.09
1189737,0.4516,45.16
1189770,0.0521,5.21
1189793,0.4433,44.330000000000005
1189799,0.9184,91.84
1189814,0.4688,46.88
1189829,0.2268,22.68
1189830,0.7684,76.84
1189842,0.6022,60.22
1189867,0.0104,1.04
1189882,0.0732,7.32
1189914,0.6042,60.419999999999995
1189919,0.0,0.0
1190009,0.5158,51.580000000000005
1190015,0.0,0.0
1190057,0.9783,97.83
1190060,0.8454,84.54
1190068,0.5464,54.64
1190086,0.4167,41.67
1190088,0.8542,85.42
1190105,0.3784,37.84
1190155,0.0213,2.13
1190204,0.7474,74.74
1190231,0.0619,6.1899999999999995
1190240,0.0,0.0
1190260,0.1183,11.83
1190306,0.9375,93.75
1190308,0.7263,72.63
1190311,0.6458,64.58
1190338,0.0119,1.1900000000000002
1190351,0.7143,71.43
1190362,0.9062,90.62
1190445,0.3438,34.38
1190447,0.7604,76.03999999999999
1190462,0.1667,16.669999999999998
1190473,0.6064,60.64000000000001
1190485,0.9247,92.47
1190520,0.6863,68.63
1190531,0.5474,54.74
1190543,0.1134,11.34
1190545,0.2371,23.71
1190619,0.8646,86.46000000000001
1190625,0.4433,44.330000000000005
1190675,0.8265,82.65
1190683,0.3736,37.36
1190695,0.1684,16.84
1190795,0.6413,64.13
1190805,0.4271,42.71
1190820,0.7216,72.16
1190845,0.0947,9.47
1190860,0.1489,14.89
1190883,0.5789,57.89
1190904,0.2188,21.88
1190935,0.9062,90.62
1190939,0.7188,71.88
1190958,0.0,0.0
1190997,0.3711,37.11
1191045,0.9381,93.81
1191055,0.4574,45.739999999999995
1191187,0.3438,34.38
1191198,0.1979,19.79
1191199,0.0,0.0
1191201,0.4479,44.79
1191206,0.172,17.2
1191226,0.8211,82.11
1191360,0.6392,63.92
1191375,0.6703,67.03
1191385,0.2421,24.21
1191459,0.5464,54.64
1191488,0.7368,73.68
1191517,0.866,86.6
1191536,0.9592,95.92
1191549,0.3617,36.17
1191563,0.8229,82.28999999999999
1191576,0.732,73.2
1191581,0.163,16.3
1191617,0.299,29.9
1191649,0.2809,28.09
1191660,0.2245,22.45
1191680,0.3438,34.38
1191688,0.6,60.0
1191728,0.0312,3.1199999999999997
1191729,0.2917,29.17
1191740,0.0722,7.22
1191784,0.4889,48.89
1191792,0.3478,34.78
1191793,0.1263,12.629999999999999
1191858,0.913,91.3
1191922,0.3617,36.17
1191932,0.0,0.0
1191944,0.1579,15.790000000000001
1191973,0.6989,69.89
1191975,0.234,23.400000000000002
1192013,0.587,58.699999999999996
1192021,0.9891,98.91
1192044,0.1868,18.68
1192064,0.4842,48.42
1192066,0.1263,12.629999999999999
1192068,0.2959,29.59
1192077,0.2577,25.77
1192093,0.0538,5.38
1192097,0.625,62.5
1192107,0.9388,93.88
1192159,0.3118,31.180000000000003
1192213,0.4688,46.88
1192244,0.0412,4.12
1192266,0.6739,67.39
1192275,0.4526,45.26
1192294,0.0729,7.290000000000001
1192307,0.2632,26.32
1192322,0.8316,83.16
1192348,0.1649,16.49
1192364,0.1753,17.53
1192398,0.5521,55.21
1192442,0.8247,82.47
1192467,0.0,0.0
1192480,0.2299,22.99
1192561,0.2421,24.21
1192567,0.2947,29.470000000000002
1192581,0.2747,27.47
1192604,0.7765,77.64999999999999
1192650,0.7742,77.42
1192670,0.8936,89.36
1192728,0.4105,41.05
1192749,0.4737,47.370000000000005
1192765,0.2875,28.749999999999996
1192797,0.3061,30.61
1192886,0.1429,14.29
1192944,0.6458,64.58
1193014,0.1277,12.770000000000001
1193030,0.4932,49.32
1193042,0.8617,86.17
1193057,0.3542,35.42
1193065,0.4,40.0
1193102,0.7419,74.19
1193106,0.2947,29.470000000000002
1193109,0.8256,82.56
1193160,0.4896,48.96
1193176,0.9681,96.81
1193211,0.4111,41.11
1193226,0.3474,34.74
1193263,0.2553,25.53
1193277,0.4468,44.68
1193338,0.4632,46.32
1193375,0.1649,16.49
1193395,0.3529,35.29
1193401,0.5125,51.24999999999999
1193403,0.337,33.7
1193408,0.1569,15.690000000000001
1193423,0.3232,32.32
1193465,0.3021,30.209999999999997
1193498,0.3478,34.78
1193502,0.5714,57.14
1193519,0.8085,80.85
1193549,0.2872,28.720000000000002
1193565,0.7292,72.92
1193567,0.8878,88.78
1193599,0.8,80.0
1193610,0.6813,68.13
1193630,0.9457,94.57
1193632,0.1209,12.09
1193645,0.1489,14.89
1193657,0.3196,31.96
1193663,0.9897,98.97
1193673,0.9348,93.47999999999999
1193689,0.0714,7.140000000000001
1193705,0.4742,47.42
1193733,0.2471,24.709999999999997
1193749,0.2842,28.42
1193767,0.0412,4.12
1193826,0.1531,15.310000000000002
1193881,0.6129,61.29
1193890,0.7849,78.49000000000001
1193909,0.5052,50.519999999999996
1193916,0.0532,5.319999999999999
1193936,0.4286,42.86
1193944,0.4111,41.11
1193950,0.0538,5.38
1193965,0.7604,76.03999999999999
1193972,0.8526,85.26
1193982,0.4731,47.31
1194013,0.0,0.0
1194024,0.3723,37.230000000000004
1194027,0.7742,77.42
1194043,0.043,4.3
1194066,0.9891,98.91
1194118,0.1474,14.74
1194148,0.4362,43.62
1194169,0.6598,65.98
1194246,0.1263,12.629999999999999
1194247,0.5625,56.25
1194249,0.9362,93.62
1194288,0.7447,74.47
1194290,0.7742,77.42
1194346,0.5269,52.690000000000005
1194371,0.4082,40.82
1194375,0.6354,63.54
1194444,0.3505,35.05
1194447,0.8969,89.69
1194486,0.8878,88.78
1194488,0.129,12.9
1194559,0.5657,56.57
1194562,0.6064,60.64000000000001
1194566,0.8434,84.34
1194571,0.4,40.0
1194575,0.8454,84.54
1194580,1.0,100.0
1194588,0.6495,64.95
1194646,0.2,20.0
1194649,0.1895,18.95
1194687,0.1414,14.14
1194690,0.129,12.9
1194745,0.6774,67.74
1194748,0.5,50.0
1194772,0.2609,26.090000000000003
1194812,0.2381,23.810000000000002
1194829,0.6702,67.02
1194838,0.2105,21.05
1194880,0.7368,73.68
1194894,0.9011,90.11
1194917,0.7263,72.63
1194922,1.0,100.0
1194937,0.8804,88.03999999999999
1194943,0.663,66.3
1194949,1.0,100.0
1194959,0.3895,38.95
1194975,0.3711,37.11
1194989,0.9091,90.91
1195003,0.3333,33.33
1195007,0.9158,91.58
1195018,0.5055,50.55
1195074,0.0,0.0
1195075,0.4747,47.47
1195114,0.9798,97.98
1195131,0.9468,94.67999999999999
1195230,0.6703,67.03
1195307,0.2604,26.040000000000003
1195320,0.617,61.7
1195328,0.2737,27.37
1195335,0.4227,42.27
1195368,0.989,98.9
1195370,0.1895,18.95
1195392,0.5312,53.12
1195401,0.7128,71.28
1195440,0.3646,36.46
1195458,0.7895,78.95
1195514,0.4615,46.150000000000006
1195521,0.2396,23.96
1195560,0.9158,91.58
1195621,0.1122,11.219999999999999
1195642,0.2449,24.490000000000002
1195644,0.4675,46.75
1195652,0.1875,18.75
1195667,0.7097,70.97
1195668,0.1546,15.459999999999999
1195673,0.837,83.7
1195707,0.7732,77.32
1195766,0.1134,11.34
1195772,0.5051,50.51
1195817,0.9474,94.74000000000001
1195838,0.1364,13.639999999999999
1195866,0.0,0.0
1195935,0.4479,44.79
1195959,0.1959,19.59
1195967,0.3505,35.05
1195980,0.0968,9.68
1196020,0.3814,38.14
1196027,0.7083,70.83
1196030,0.0978,9.78
1196106,0.1053,10.530000000000001
1196164,0.1609,16.09
1196173,0.4388,43.88
1196175,0.2632,26.32
1196184,0.1522,15.22
1196197,0.1538,15.379999999999999
1196216,1.0,100.0
1196287,0.9149,91.49000000000001
1196324,0.869,86.9
1196342,0.2258,22.58
1196380,0.0309,3.09
1196381,0.5612,56.120000000000005
1196388,0.7222,72.22
1196397,0.0208,2.08
1196398,0.3646,36.46
1196409,0.7312,73.11999999999999
1196486,0.2708,27.08
1196500,0.9794,97.94
1196512,0.5789,57.89
1196538,0.6327,63.27
1196619,0.8387,83.87
1196625,0.5063,50.629999999999995
1196634,0.5385,53.849999999999994
1196646,0.7263,72.63
1196666,0.48,48.0
1196673,0.3034,30.34
1196684,0.5729,57.29
1196713,0.0737,7.37
1196726,0.1809,18.09
1196727,0.3263,32.629999999999995
1196783,1.0,100.0
1196785,0.4646,46.46
1196786,0.314,31.4
1196793,0.3196,31.96
1196800,0.871,87.1
1196808,0.6154,61.53999999999999
1196811,0.1158,11.58
1196816,0.3579,35.79
1196835,0.0309,3.09
1196837,0.6562,65.62
1196854,0.3133,31.330000000000002
1196870,0.6344,63.44
1196985,0.5745,57.45
1197051,0.0,0.0
1197055,0.9341,93.41000000000001
1197058,0.7,70.0
1197124,0.4,40.0
1197240,0.2917,29.17
1197241,0.5567,55.669999999999995
1197263,0.2421,24.21
1197268,1.0,100.0
1197300,0.9524,95.24000000000001
1197340,0.1771,17.71
1197346,0.2812,28.12
1197392,0.266,26.6
1197397,0.8163,81.63
1197398,0.6304,63.04
1197409,0.4433,44.330000000000005
1197471,0.9789,97.89
1197483,0.9043,90.42999999999999
1197498,0.9043,90.42999999999999
1197501,0.9663,96.63000000000001
1197514,0.7634,76.34
1197528,0.6897,68.97
1197529,0.0526,5.26
1197556,0.3125,31.25
1197567,0.0309,3.09
1197590,0.5435,54.35
1197600,0.5205,52.05
1197612,0.4526,45.26
1197620,0.1263,12.629999999999999
1197650,0.6804,68.04
1197701,0.9579,95.78999999999999
1197708,0.5312,53.12
1197734,0.6824,68.24
1197752,0.6,60.0
1197782,0.4105,41.05
1197802,0.5895,58.95
1197828,0.0,0.0
1197829,0.7045,70.45
1197855,0.9053,90.53
1197873,0.4688,46.88
1197884,0.1895,18.95
1197894,0.0105,1.05
1197905,0.102,10.2
1197929,1.0,100.0
1197937,0.587,58.699999999999996
1197992,0.8958,89.58
1198005,0.7755,77.55
1198017,0.7234,72.34
1198023,0.0645,6.45
1198088,0.0,0.0
1198101,0.2316,23.16
1198123,0.5326,53.26
1198137,0.5393,53.93
1198203,0.9375,93.75
1198251,0.7653,76.53
1198280,0.7292,72.92
1198292,0.9592,95.92
1198363,0.5914,59.14
1198407,0.0729,7.290000000000001
1198433,0.0957,9.569999999999999
1198481,0.4138,41.38
1198482,0.914,91.4
1198492,0.7263,72.63
1198541,0.0,0.0
1198549,0.2292,22.919999999999998
1198562,0.9062,90.62
1198581,0.2083,20.830000000000002
1198593,0.375,37.5
1198603,0.6122,61.22
1198608,0.9894,98.94
1198637,0.1649,16.49
1198642,0.25,25.0
1198666,0.4894,48.94
1198703,0.7473,74.72999999999999
1198707,0.4574,45.739999999999995
1198755,0.7895,78.95
1198757,1.0,100.0
1198803,0.5625,56.25
1198807,0.4639,46.39
1198811,0.8367,83.67
1198812,0.4396,43.96
1198833,0.6837,68.37
1198839,0.7474,74.74
1198855,0.6593,65.93
1198888,0.9896,98.96000000000001
1198983,0.4595,45.95
1199002,0.9796,97.96000000000001
1199033,0.1789,17.89
1199055,0.5208,52.080000000000005
1199082,0.299,29.9
1199115,0.8333,83.33
1199141,0.9583,95.83
1199170,0.3103,31.03
1199175,0.8842,88.42
1199193,0.0619,6.1899999999999995
1199229,0.3804,38.04
1199232,0.2105,21.05
1199255,0.5172,51.72
1199340,0.8211,82.11
1199361,0.4433,44.330000000000005
1199437,0.4433,44.330000000000005
1199439,0.7938,79.38
1199444,0.7079,70.78999999999999
1199449,0.6915,69.15
1199450,0.1596,15.959999999999999
1199462,0.5567,55.669999999999995
1199480,0.618,61.8
1199519,0.6105,61.050000000000004
1199613,0.0312,3.1199999999999997
1199619,0.7447,74.47
1199632,0.5204,52.04
1199642,0.3505,35.05
1199654,0.4624,46.239999999999995
1199695,0.3085,30.85
1199752,0.4842,48.42
1199836,0.3579,35.79
1199839,0.5102,51.019999999999996
1199852,0.0,0.0
1199866,0.6526,65.25999999999999
1199956,1.0,100.0
1199981,0.0,0.0
1199990,0.0957,9.569999999999999
1200014,0.4828,48.28
1200057,0.0,0.0
1200104,0.1789,17.89
1200112,0.3474,34.74
1200138,0.2222,22.220000000000002
1200140,0.3878,38.78
1200160,0.4362,43.62
1200181,0.6374,63.739999999999995
1200194,0.8298,82.98
1200245,0.0761,7.61
1200247,0.4167,41.67
1200254,0.4433,44.330000000000005
1200269,0.8462,84.61999999999999
1200294,0.8866,88.66000000000001
1200310,0.8021,80.21000000000001
1200311,0.0989,9.89
1200339,0.4592,45.92
1200362,0.3038,30.380000000000003
1200412,0.7303,73.03
1200431,0.0319,3.19
1200438,0.575,57.49999999999999
1200439,0.5567,55.669999999999995
1200473,0.1458,14.580000000000002
1200476,0.7526,75.26
1200486,0.5204,52.04
1200530,0.8191,81.91000000000001
1200534,0.8936,89.36
1200537,0.3404,34.04
1200545,0.9681,96.81
1200574,0.0,0.0
1200675,0.8913,89.13
1200723,0.2292,22.919999999999998
1200724,0.2083,20.830000000000002
1200779,0.6105,61.050000000000004
1200806,0.9072,90.72
1200874,0.7368,73.68
1200902,0.0538,5.38
1200912,0.1667,16.669999999999998
1200917,0.7957,79.57
1200957,0.3617,36.17
1200993,0.5567,55.669999999999995
1200997,0.0,0.0
1201039,0.0667,6.67
1201060,0.4742,47.42
1201069,0.2347,23.47
1201078,1.0,100.0
1201079,0.2188,21.88
1201105,0.3684,36.84
1201153,0.567,56.699999999999996
1201178,0.1354,13.54
1201187,0.6947,69.47
1201204,0.5054,50.54
1201214,0.9286,92.86
1201238,0.0808,8.08
1201250,0.9032,90.32
1201265,0.6842,68.42
1201269,0.883,88.3
1201278,0.3226,32.26
1201305,0.0107,1.0699999999999998
1201372,0.8723,87.22999999999999
1201442,0.6022,60.22
1201483,0.4583,45.83
1201512,0.0,0.0
1201522,0.9062,90.62
1201526,0.2043,20.43
1201573,0.2211,22.11
1201672,0.7579,75.79
1201677,0.0,0.0
1201681,0.8222,82.22
1201685,0.0,0.0
1201707,0.4362,43.62
1201757,0.25,25.0
1201783,0.2449,24.490000000000002
1201790,0.3158,31.580000000000002
1201792,0.6458,64.58
1201821,0.1087,10.870000000000001
1201828,0.6211,62.11
1201835,0.6344,63.44
1201913,0.8351,83.50999999999999
1201945,0.2917,29.17
1201965,1.0,100.0
1201990,0.9898,98.98
1202001,0.7283,72.83
1202018,0.0105,1.05
1202023,0.2766,27.66
1202035,0.7158,71.58
1202037,0.6022,60.22
1202040,0.6344,63.44
1202086,0.8041,80.41
1202094,0.4043,40.43
1202151,0.7579,75.79
1202157,0.0,0.0
1202165,0.8021,80.21000000000001
1202206,0.9368,93.67999999999999
1202235,0.7396,73.96000000000001
1202245,0.3913,39.129999999999995
1202295,0.7684,76.84
1202322,0.0526,5.26
1202353,0.6392,63.92
1202364,0.0947,9.47
1202380,0.8878,88.78
1202409,0.1158,11.58
1202435,0.1546,15.459999999999999
1202473,0.0,0.0
1202494,0.5859,58.589999999999996
1202522,0.9263,92.63
1202539,0.5714,57.14
1202551,0.172,17.2
1202555,0.1031,10.31
1202580,0.8022,80.22
1202588,0.734,73.4
1202591,0.0,0.0
1202629,0.8958,89.58
1202809,0.2872,28.720000000000002
1202826,0.1064,10.639999999999999
1202831,0.3299,32.99
1202832,0.4536,45.36
1202847,0.4894,48.94
1202855,0.2979,29.79
1202863,0.8646,86.46000000000001
1202890,0.4255,42.55
1202946,1.0,100.0
1202962,0.8085,80.85
1203030,0.3776,37.76
1203079,0.9892,98.92
1203083,0.5783,57.830000000000005
1203154,0.6154,61.53999999999999
1203191,0.5612,56.120000000000005
1203215,0.087,8.7
1203218,0.0938,9.379999999999999
1203242,0.5474,54.74
1203280,0.7292,72.92
1203285,0.2062,20.62
1203306,0.172,17.2
1203308,0.2418,24.18
1203311,0.6024,60.24
1203401,0.268,26.8
1203463,0.5591,55.910000000000004
1203506,0.3333,33.33
1203538,0.268,26.8
1203558,0.021,2.1
1203603,0.7561,75.61
1203632,0.6452,64.52
1203654,0.5979,59.79
1203746,0.8842,88.42
1203797,0.0659,6.59
1203889,0.0,0.0
1203910,0.9053,90.53
1203937,0.6633,66.33
1203976,0.1531,15.310000000000002
1203983,0.3368,33.68
1203989,0.1979,19.79
1204009,0.0111,1.11
1204035,0.6354,63.54
1204055,0.1613,16.13
1204074,0.7396,73.96000000000001
1204075,0.2581,25.81
1204076,0.3889,38.89
1204088,0.6771,67.71000000000001
1204136,0.3469,34.69
1204154,0.1856,18.56
1204171,0.4124,41.24
1204175,0.1,10.0
1204176,0.5824,58.24
1204210,0.1013,10.13
1204230,0.8675,86.75
1204293,0.0,0.0
1204331,0.6211,62.11
1204346,0.382,38.2
1204366,0.4382,43.82
1204391,0.5833,58.330000000000005
1204447,0.2653,26.529999999999998
1204513,0.0,0.0
1204540,0.4082,40.82
1204552,0.9375,93.75
1204553,0.5158,51.580000000000005
1204594,1.0,100.0
1204596,0.337,33.7
1204606,0.0521,5.21
1204643,0.236,23.599999999999998
1204649,0.9726,97.26
1204652,0.3708,37.08
1204665,0.4842,48.42
1204672,0.8947,89.47
1204719,0.2604,26.040000000000003
1204727,0.2526,25.259999999999998
1204752,0.6458,64.58
1204762,0.4271,42.71
1204794,0.2292,22.919999999999998
1204816,0.6923,69.23
1204840,0.8791,87.91
1204926,0.3684,36.84
1204961,0.9271,92.71000000000001
1204964,0.5376,53.76
1204973,0.2105,21.05
1205005,0.4725,47.25
1205058,0.9897,98.97
1205069,0.266,26.6
1205071,0.9101,91.01
1205089,0.0,0.0
1205117,0.5745,57.45
1205136,0.631,63.1
1205176,0.0109,1.09
1205208,0.5914,59.14
1205217,0.0,0.0
1205261,1.0,100.0
1205264,0.0,0.0
1205299,0.3646,36.46
1205323,0.0421,4.21
1205340,0.1596,15.959999999999999
1205365,0.8763,87.63
1205386,0.8602,86.02
1205402,0.8673,86.72999999999999
1205409,0.4948,49.480000000000004
1205437,0.3085,30.85
1205451,0.3895,38.95
1205455,0.1263,12.629999999999999
1205490,0.2604,26.040000000000003
1205499,0.6979,69.78999999999999
1205508,0.4674,46.739999999999995
1205522,0.086,8.6
1205536,0.1684,16.84
1205607,0.0114,1.1400000000000001
1205611,0.413,41.3
1205630,0.6882,68.82000000000001
1205643,0.3118,31.180000000000003
1205646,0.8542,85.42
1205688,0.2211,22.11
1205737,0.9149,91.49000000000001
1205758,0.3011,30.11
1205782,0.0106,1.06
1205811,0.2842,28.42
1205824,0.6875,68.75
1205862,0.6774,67.74
1205885,0.9895,98.95
1205943,0.0,0.0
1205984,0.0918,9.180000000000001
1205988,0.5714,57.14
1206001,0.1368,13.68
1206049,0.0,0.0
1206080,0.9574,95.74000000000001
1206110,0.4157,41.57
1206121,0.7551,75.51
1206126,0.2979,29.79
1206147,0.7447,74.47
1206158,0.6701,67.01
1206193,0.2809,28.09
1206229,0.2857,28.57
1206254,0.9375,93.75
1206271,0.6667,66.67
1206280,0.2391,23.91
1206284,0.8854,88.53999999999999
1206294,0.9579,95.78999999999999
1206313,0.1935,19.35
1206323,0.6105,61.050000000000004
1206346,0.2737,27.37
1206374,0.4835,48.35
1206432,0.6701,67.01
1206438,0.3043,30.43
1206466,0.7684,76.84
1206536,0.8681,86.81
1206580,0.1684,16.84
1206603,0.6757,67.57
1206606,0.4516,45.16
1206617,0.9592,95.92
1206640,0.3617,36.17
1206651,0.2447,24.47
1206672,1.0,100.0
