,kills,headshotKills,heals,damageDealt,DBNOs,walkDistance,predicted_winPlacePerc,winPlacePerc,error
14099,0,0,0,0,0,234,28.331156890536555,14,-14.331156890536555
14100,2,0,1,194,0,1810,80.85864269386005,78,-2.858642693860048
14101,0,0,0,5,0,90,16.16536725133575,1,-15.165367251335748
14102,0,0,0,0,0,20,6.349499843591528,8,1.650500156408472
14103,2,0,0,277,0,212,33.389369354110286,22,-11.389369354110286
14104,1,0,0,62,0,1120,61.96772832173095,82,20.032271678269048
14105,1,0,0,100,0,738,49.84001611241352,46,-3.8400161124135224
14106,0,0,0,0,0,199,25.577538676746997,25,-0.5775386767469968
14107,1,1,0,100,0,813,53.02431015736394,40,-13.024310157363942
14108,0,0,0,0,0,388,35.043938196982374,41,5.956061803017626
14109,3,0,3,276,0,95,34.39580149801208,35,0.6041985019879235
14110,2,1,3,171,0,517,53.783204022362874,51,-2.783204022362874
14111,2,1,0,200,0,191,31.6294615304483,33,1.3705384695517004
14112,0,0,0,0,0,8,4.987900930996676,6,1.012099069003324
14113,1,0,1,100,0,1080,59.788229921824595,67,7.211770078175405
14114,0,0,0,99,0,1047,55.27802387067597,100,44.72197612932403
14115,0,0,7,18,0,1592,78.75611943893428,73,-5.756119438934277
14116,0,0,0,40,0,174,25.15303041513946,11,-14.153030415139462
14117,0,0,0,0,0,36,9.207456229442542,9,-0.20745622944254194
14118,0,0,0,0,0,578,40.83398302096544,41,0.16601697903455914
14119,5,2,1,490,0,2989,92.95758751189028,90,-2.9575875118902815
14120,2,0,1,228,0,2495,82.53305143838942,93,10.466948561610579
14121,6,1,2,570,0,2286,92.91298452845487,95,2.0870154715451292
14122,6,3,3,437,0,2284,92.35793514495684,60,-32.35793514495684
14123,0,0,0,50,0,1729,70.50886638915938,66,-4.50886638915938
14124,0,0,0,0,0,228,28.331156890536555,11,-17.331156890536555
14125,0,0,0,0,0,32,7.99228838649934,14,6.00771161350066
14126,1,0,0,139,0,52,16.225947949132195,6,-10.225947949132195
14127,0,0,0,63,0,745,48.596258583366165,50,1.4037414166338351
14128,4,1,5,469,0,1873,85.82035404441832,85,-0.8203540444183233
14129,1,0,3,106,0,733,56.73605982982515,96,39.26394017017485
14130,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14131,0,0,0,100,0,198,23.622490793051636,41,17.377509206948364
14132,1,0,1,166,0,511,46.006840501913764,55,8.993159498086236
14133,0,0,0,0,0,367,35.041218111722976,29,-6.041218111722976
14134,0,0,0,0,0,2184,71.77524215361473,47,-24.775242153614727
14135,0,0,0,97,0,1288,57.74606322857917,58,0.2539367714208325
14136,0,0,0,99,0,510,38.39625457953874,19,-19.39625457953874
14137,0,0,0,0,0,781,48.021268303286284,38,-10.021268303286284
14138,1,0,1,162,0,327,39.02029443899783,26,-13.02029443899783
14139,0,0,0,0,0,3304,78.06975797924544,78,-0.0697579792454377
14140,0,0,0,25,0,231,28.856370681939215,30,1.1436293180607855
14141,0,0,2,25,0,3018,80.42346819949705,80,-0.4234681994970515
14142,1,0,1,119,0,739,53.69269187569439,41,-12.692691875694393
14143,4,0,27,417,0,1833,89.38347748883054,98,8.616522511169464
14144,0,0,0,0,0,1097,52.15808449093108,84,31.84191550906892
14145,0,0,1,96,0,1882,75.71024994400597,90,14.289750055994034
14146,1,0,0,100,0,919,51.0722267850877,26,-25.0722267850877
14147,0,0,0,71,0,72,15.830697822576271,2,-13.830697822576271
14148,0,0,0,48,0,638,44.3765559777841,47,2.6234440222158995
14149,0,0,0,0,0,262,28.846456782860024,26,-2.846456782860024
14150,1,0,0,100,0,166,26.842039986034646,26,-0.8420399860346457
14151,0,0,0,61,0,1848,71.95915898126124,73,1.0408410187387602
14152,0,0,0,0,0,53,11.167237063187955,27,15.832762936812045
14153,0,0,0,30,0,147,23.962719977960354,8,-15.962719977960354
14154,5,3,2,534,0,3564,94.58733240800035,96,1.41266759199965
14155,2,0,0,318,0,1525,65.81559481541524,53,-12.815594815415238
14156,1,1,1,42,0,386,41.60606365693503,23,-18.606063656935028
14157,0,0,0,25,0,2044,69.58134145947982,60,-9.581341459479816
14158,0,0,0,0,0,136,21.666840228313824,32,10.333159771686176
14159,0,0,0,0,0,236,28.331156890536555,26,-2.3311568905365547
14160,0,0,0,0,0,60,12.987675881432406,11,-1.9876758814324056
14161,1,0,0,100,0,31,9.927827499069181,8,-1.9278274990691813
14162,3,1,0,310,0,2151,80.73672251773418,84,3.2632774822658206
14163,0,0,0,79,0,1004,55.643071600944,24,-31.643071600943998
14164,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14165,0,0,0,0,0,177,22.871945529121867,8,-14.871945529121867
14166,1,0,0,100,0,232,31.234584075124065,34,2.765415924875935
14167,0,0,0,0,0,16,5.487120864008461,5,-0.4871208640084612
14168,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14169,3,1,3,372,0,386,50.69721177698453,49,-1.6972117769845312
14170,1,0,0,100,0,102,22.288747459895493,25,2.711252540104507
14171,0,0,0,0,0,785,48.021268303286284,42,-6.021268303286284
14172,2,1,1,200,0,189,34.39657581108468,48,13.60342418891532
14173,0,0,0,25,0,622,44.55676608551008,41,-3.556766085510077
14174,0,0,0,69,0,171,25.484247467689485,25,-0.48424746768948523
14175,0,0,0,77,0,1029,57.60530003632673,67,9.394699963673268
14176,1,0,0,183,0,738,53.747113354013486,53,-0.7471133540134858
14177,0,0,0,57,0,184,25.17627790840362,17,-8.17627790840362
14178,0,0,0,55,0,150,23.05883389159009,31,7.941166108409909
14179,1,0,0,100,0,1132,61.09501669012806,65,3.9049833098719375
14180,0,0,0,0,0,14,5.238102131079418,5,-0.23810213107941802
14181,0,0,0,0,0,30,7.331815266473231,14,6.668184733526769
14182,0,0,1,74,0,526,47.631503962619604,38,-9.631503962619604
14183,0,0,0,23,0,117,20.34379132829245,6,-14.34379132829245
14184,0,0,0,0,0,334,32.76675116345123,35,2.2332488365487677
14185,0,0,0,0,0,514,40.78514674520999,34,-6.7851467452099925
14186,0,0,0,39,0,41,10.205721725681196,2,-8.205721725681196
14187,3,0,12,262,0,3122,91.3948698142202,95,3.6051301857797995
14188,0,0,0,0,0,1103,51.893962882338606,72,20.106037117661394
14189,0,0,0,0,0,912,50.50575759454525,40,-10.505757594545251
14190,2,0,1,240,0,2752,86.0924031418313,91,4.907596858168702
14191,0,0,0,74,0,14,6.273005384114475,0,-6.273005384114475
14192,0,0,0,43,0,432,36.376617778125414,41,4.623382221874586
14193,2,1,1,381,0,1871,87.98008758165585,79,-8.980087581655852
14194,1,1,6,285,0,3672,91.29525870866313,88,-3.295258708663127
14195,2,1,10,198,0,4213,90.90516295373646,87,-3.9051629537364647
14196,0,0,0,0,0,9,4.987900930996676,13,8.012099069003323
14197,1,0,1,114,0,1949,79.50476016934513,97,17.495239830654867
14198,0,0,0,0,0,204,26.711734999265154,28,1.288265000734846
14199,0,0,0,186,0,607,45.72223188890298,57,11.277768111097018
14200,0,0,0,25,0,152,23.200611616564263,28,4.799388383435737
14201,0,0,0,83,0,135,21.02253619921809,25,3.9774638007819085
14202,0,0,0,54,0,59,14.397742062496656,5,-9.397742062496656
14203,0,0,0,0,0,582,42.43538010701371,54,11.564619892986293
14204,1,0,1,172,0,260,38.04399318454149,25,-13.043993184541492
14205,4,0,1,412,0,3152,91.26768570775751,88,-3.267685707757508
14206,0,0,1,21,0,1341,65.89796724270158,77,11.102032757298417
14207,3,0,0,283,0,2407,86.44719850354159,80,-6.4471985035415855
14208,1,1,0,100,0,784,54.60908257396553,55,0.3909174260344699
14209,0,0,0,0,0,65,13.09700849468739,18,4.90299150531261
14210,0,0,0,90,0,542,40.30063303967808,36,-4.3006330396780825
14211,0,0,0,0,0,0,2.6800779457914206,100,97.31992205420858
14212,0,0,0,43,0,2334,70.56051271760496,79,8.439487282395035
14213,0,0,1,16,0,2093,69.70269854292192,68,-1.7026985429219224
14214,1,0,0,124,0,104,24.087217386245133,10,-14.087217386245133
14215,0,0,0,124,0,54,14.120380498448615,15,0.8796195015513852
14216,5,0,3,598,0,2535,92.42393222473271,96,3.5760677752672905
14217,0,0,3,66,0,485,47.11826687946956,85,37.88173312053044
14218,0,0,0,0,0,108,17.966065831633415,17,-0.966065831633415
14219,1,0,2,173,0,762,57.62200544243997,60,2.3779945575600294
14220,0,0,0,0,0,1555,62.20250072949032,64,1.7974992705096824
14221,2,0,0,292,0,287,38.52628894987403,42,3.4737110501259707
14222,0,0,0,80,0,35,10.21699562032158,5,-5.21699562032158
14223,0,0,2,28,0,3200,80.38940391861156,82,1.6105960813884366
14224,7,5,3,809,0,2570,93.04206123307861,87,-6.042061233078613
14225,1,0,1,100,0,624,47.759790300381276,60,12.240209699618724
14226,3,0,1,332,0,1597,79.62138127749274,84,4.378618722507255
14227,0,0,0,0,0,17,5.487120864008461,0,-5.487120864008461
14228,2,0,6,200,0,1299,68.71685568544714,63,-5.716855685447143
14229,1,1,0,100,0,331,37.236889191569915,36,-1.2368891915699152
14230,0,0,0,0,0,17,5.487120864008461,8,2.512879135991539
14231,1,0,0,168,0,1230,65.11893712839,48,-17.11893712839
14232,2,0,1,225,0,247,37.97588643497004,23,-14.975886434970043
14233,2,1,0,140,0,1280,73.786053613075,91,17.213946386925002
14234,0,0,1,0,0,951,60.518914042849254,76,15.481085957150746
14235,0,0,0,73,0,72,15.760081525458814,14,-1.7600815254588138
14236,3,0,0,256,0,1933,82.88001049173356,98,15.119989508266443
14237,1,0,0,132,0,361,37.832644125100174,38,0.16735587489982606
14238,0,0,0,0,0,258,28.846456782860024,29,0.1535432171399762
14239,0,0,0,79,0,76,16.32589930469771,17,0.6741006953022897
14240,2,0,4,288,0,1548,76.74276485123274,90,13.257235148767265
14241,6,1,5,769,0,3181,95.08778021440568,96,0.912219785594317
14242,0,0,0,80,0,428,37.519110006875934,36,-1.519110006875934
14243,1,0,1,223,0,1680,78.34652610106599,89,10.65347389893401
14244,0,0,1,0,0,398,39.36293411002511,17,-22.36293411002511
14245,1,0,0,98,0,1413,69.70872841179515,73,3.29127158820485
14246,1,1,0,202,0,2637,82.4510162287058,68,-14.451016228705797
14247,0,0,0,69,0,2028,71.13497842475846,67,-4.134978424758458
14248,4,1,1,400,0,808,62.0046512674823,61,-1.004651267482302
14249,0,0,0,96,0,380,35.308977396836305,58,22.691022603163695
14250,1,1,4,100,0,2241,79.83082088994216,77,-2.83082088994216
14251,0,0,2,34,0,3165,79.14817577686979,87,7.851824223130208
14252,0,0,0,0,0,15,5.487120864008461,15,9.51287913599154
14253,1,0,0,81,0,130,25.690415764726428,25,-0.6904157647264277
14254,0,0,5,128,0,2809,80.96861558024334,67,-13.968615580243338
14255,0,0,0,0,0,2630,73.6083937553781,86,12.391606244621897
14256,0,0,0,0,0,1427,52.61200171938501,75,22.387998280614987
14257,0,0,0,141,0,1561,69.0256735425469,73,3.9743264574531025
14258,0,0,0,0,0,25,6.799604483224347,17,10.200395516775654
14259,1,0,0,123,0,97,22.885101273325727,26,3.114898726674273
14260,0,0,0,0,0,0,2.6800779457914206,7,4.319922054208579
14261,0,0,1,20,0,1767,72.57005330109756,77,4.429946698902441
14262,0,0,0,0,0,575,40.83398302096544,48,7.166016979034559
14263,1,0,0,110,0,1859,72.28905684110062,82,9.710943158899383
14264,0,0,0,28,0,0,1.900162089354563,0,-1.900162089354563
14265,0,0,3,0,0,3079,78.8147084999221,82,3.185291500077895
14266,0,0,0,125,0,0,-0.11994786641079454,0,0.11994786641079454
14267,0,0,0,0,0,96,16.382716173772195,9,-7.382716173772195
14268,1,1,0,100,0,324,36.93233705045378,42,5.067662949546218
14269,0,0,0,0,0,529,40.78781101532136,31,-9.78781101532136
14270,0,0,0,0,0,41,9.186787720268704,5,-4.186787720268704
14271,1,1,0,100,0,2273,77.10097268926599,92,14.899027310734013
14272,0,0,0,28,0,1402,62.893930405433004,70,7.106069594566996
14273,0,0,1,2,0,3605,78.39733781543731,82,3.602662184562689
14274,0,0,0,0,0,1575,55.402369846351014,85,29.597630153648986
14275,0,0,0,45,0,750,48.542505154985065,51,2.457494845014935
14276,0,0,0,0,0,342,31.14703142875242,28,-3.1470314287524204
14277,3,0,6,306,0,3612,88.87192251344226,96,7.128077486557743
14278,0,0,0,67,0,92,18.311348199704362,15,-3.311348199704362
14279,0,0,0,100,0,1231,58.24744763740848,62,3.7525523625915227
14280,0,0,0,0,0,674,44.43750020564162,43,-1.4375002056416193
14281,2,1,0,200,0,2126,77.18045913873104,73,-4.180459138731038
14282,0,0,0,90,0,44,10.93418081167685,18,7.06581918832315
14283,0,0,0,50,0,82,17.33514134477069,34,16.66485865522931
14284,0,0,0,13,0,0,2.0199199488451716,0,-2.0199199488451716
14285,0,0,0,0,0,78,15.766521592992202,27,11.233478407007798
14286,0,0,0,26,0,43,10.251386893613065,10,-0.25138689361306454
14287,3,0,0,586,0,1817,83.6493290672953,96,12.350670932704702
14288,0,0,0,59,0,103,19.2342059812945,18,-1.234205981294501
14289,2,0,3,199,0,3652,87.13254846195942,89,1.8674515380405836
14290,3,2,2,275,0,2435,85.57945796955465,89,3.420542030445347
14291,1,0,1,183,0,493,47.841869181795644,52,4.158130818204356
14292,0,0,0,0,0,37,9.207456229442542,6,-3.207456229442542
14293,0,0,5,42,0,1218,67.08546668559887,62,-5.085466685598874
14294,2,1,0,200,0,1510,73.32302445585826,59,-14.32302445585826
14295,1,0,0,151,0,760,52.47207681285762,65,12.527923187142378
14296,0,0,0,71,0,0,2.353873534034179,0,-2.353873534034179
14297,0,0,0,79,0,0,2.93456790201661,100,97.06543209798339
14298,0,0,0,66,0,150,22.145269805538298,31,8.854730194461702
14299,1,0,0,133,0,484,40.483122872244834,46,5.516877127755166
14300,1,0,0,163,0,71,18.53965994986895,18,-0.5396599498689483
14301,0,0,0,0,0,690,45.314961194675526,39,-6.314961194675526
14302,1,0,0,158,0,818,52.108047855279516,53,0.8919521447204843
14303,0,0,0,0,0,103,17.939711418381307,4,-13.939711418381307
14304,0,0,0,0,0,73,14.193568459484084,9,-5.193568459484084
14305,0,0,6,25,0,1244,69.59782919589483,41,-28.597829195894832
14306,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14307,0,0,0,0,0,1010,54.290334348426875,46,-8.290334348426875
14308,1,1,4,163,0,1123,62.322980818106714,80,17.677019181893286
14309,0,0,0,0,0,707,45.314961194675526,51,5.685038805324474
14310,1,0,0,174,0,1417,70.88369526865246,61,-9.88369526865246
14311,2,0,6,263,0,2098,86.94684053917551,82,-4.946840539175511
14312,1,0,5,122,0,1236,68.79952911374875,58,-10.799529113748747
14313,0,0,0,0,0,24,6.799604483224347,7,0.20039551677565282
14314,1,0,1,147,0,989,59.29766172443555,33,-26.29766172443555
14315,2,1,0,152,0,408,40.90343509622083,57,16.096564903779168
14316,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14317,0,0,0,0,0,46,10.11270540410402,7,-3.1127054041040196
14318,0,0,0,0,0,1513,64.47401456823324,37,-27.474014568233244
14319,2,1,7,218,0,3299,89.48328473142037,85,-4.483284731420369
14320,0,0,0,0,0,2232,71.59288665196051,75,3.4071133480394877
14321,0,0,0,0,0,15,5.487120864008461,1,-4.487120864008461
14322,0,0,3,0,0,767,55.86712277445815,83,27.132877225541847
14323,0,0,1,20,0,1384,68.20891205909167,67,-1.2089120590916735
14324,2,1,0,200,0,1613,67.23367842532092,69,1.7663215746790826
14325,0,0,1,67,0,1668,71.60056172678237,60,-11.600561726782374
14326,0,0,0,0,0,2125,72.35867597836848,50,-22.35867597836848
14327,3,0,1,265,0,1445,72.72738392097055,65,-7.727383920970553
14328,1,0,0,189,0,43,12.551927105933359,18,5.448072894066641
14329,3,0,5,303,0,3082,89.51055950081515,72,-17.51055950081515
14330,0,0,0,0,0,493,40.95237443636878,29,-11.952374436368778
14331,0,0,5,117,0,1088,68.61144573071985,47,-21.61144573071985
14332,2,0,3,146,0,4078,88.41022275965759,94,5.589777240342414
14333,0,0,0,99,0,0,1.4012149631193243,0,-1.4012149631193243
14334,2,0,0,307,0,1586,68.68931444248415,93,24.310685557515853
14335,2,0,2,233,0,2354,83.2699158511321,72,-11.269915851132097
14336,0,0,1,0,0,3319,79.25064313308755,79,-0.25064313308755004
14337,4,0,2,527,0,2221,89.17199960338115,82,-7.171999603381153
14338,0,0,0,21,0,17,7.024886459460356,10,2.9751135405396436
14339,0,0,5,50,0,942,61.485783560320066,48,-13.485783560320066
14340,1,1,0,100,0,108,23.935148121169753,21,-2.935148121169753
14341,0,0,0,0,0,14,5.238102131079418,2,-3.238102131079418
14342,0,0,0,103,0,3612,85.00162055685398,95,9.998379443146021
14343,0,0,0,0,0,2536,72.81794868418876,70,-2.8179486841887638
14344,2,0,2,250,0,2098,84.59970207962144,93,8.400297920378563
14345,1,1,2,103,0,1954,78.82658891627533,93,14.173411083724673
14346,0,0,0,0,0,437,37.181896541146465,35,-2.1818965411464646
14347,1,0,0,36,0,1303,69.65177706788846,90,20.34822293211154
14348,0,0,0,94,0,0,2.026197985567682,0,-2.026197985567682
14349,0,0,0,0,0,377,35.043938196982374,27,-8.043938196982374
14350,4,3,2,381,0,3326,89.32576509049207,97,7.6742349095079305
14351,0,0,2,0,0,3227,78.36551786228613,58,-20.365517862286126
14352,1,0,0,74,0,1077,65.32681307320802,58,-7.326813073208015
14353,0,0,0,0,0,0,2.6800779457914206,7,4.319922054208579
14354,0,0,0,0,0,0,2.6800779457914206,13,10.319922054208579
14355,4,1,2,437,0,1313,78.0545528965825,64,-14.054552896582507
14356,0,0,0,94,0,571,41.81028845867922,37,-4.810288458679217
14357,0,0,0,99,0,67,13.755756845672643,0,-13.755756845672643
14358,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14359,1,0,0,100,0,1632,69.75584886719804,52,-17.75584886719804
14360,0,0,0,0,0,0,2.6800779457914206,100,97.31992205420858
14361,0,0,0,43,0,67,14.430400380176353,16,1.5695996198236468
14362,0,0,0,70,0,40,10.351048225187382,10,-0.3510482251873821
14363,5,0,7,556,0,2291,94.18090778878229,91,-3.1809077887822923
14364,1,0,0,149,0,623,47.24207641850904,72,24.757923581490957
14365,0,0,0,11,0,815,50.45825795209562,93,42.54174204790438
14366,0,0,5,0,0,2387,75.8450113048541,85,9.154988695145903
14367,2,1,2,246,0,141,37.947432891355774,29,-8.947432891355774
14368,1,0,0,100,0,51,14.621749122483354,5,-9.621749122483354
14369,0,0,0,0,0,0,2.6800779457914206,15,12.319922054208579
14370,0,0,0,0,0,553,40.78781101532136,52,11.21218898467864
14371,0,0,1,9,0,2222,75.77829615732638,82,6.2217038426736195
14372,2,1,4,329,0,2373,88.31882286313645,95,6.681177136863553
14373,0,0,3,0,0,716,52.3346849321142,67,14.6653150678858
14374,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14375,0,0,0,0,0,320,32.46946301754424,50,17.530536982455757
14376,0,0,0,90,0,129,20.851730110046688,28,7.148269889953312
14377,1,0,0,153,0,2424,80.09975750681625,92,11.900242493183754
14378,0,0,0,70,0,8,4.756423893335654,5,0.24357610666434582
14379,0,0,1,6,0,1433,66.66846905617669,61,-5.66846905617669
14380,0,0,2,28,0,2327,77.90690732866588,62,-15.90690732866588
14381,0,0,0,0,0,129,20.41936757706135,17,-3.419367577061351
14382,1,0,0,100,0,3860,80.64234398100729,91,10.357656018992714
14383,1,1,0,124,0,1227,70.4505081832729,67,-3.450508183272902
14384,0,0,0,0,0,131,21.666840228313824,53,31.333159771686176
14385,0,0,0,0,0,79,15.720948365825574,7,-8.720948365825574
14386,0,0,18,45,0,1976,82.86266325150252,73,-9.862663251502525
14387,0,0,0,0,0,928,48.8445553200688,51,2.1554446799312004
14388,0,0,0,82,0,1510,62.50515720599112,63,0.494842794008882
14389,0,0,0,0,0,249,28.76872946795408,22,-6.768729467954081
14390,0,0,0,0,0,864,51.17803258232694,33,-18.178032582326942
14391,0,0,0,18,0,651,43.43574354948579,43,-0.4357435494857924
14392,2,0,1,181,0,3389,87.59819993282893,97,9.401800067171067
14393,0,0,0,140,0,0,6.010964574444801,0,-6.010964574444801
14394,1,0,1,100,0,458,43.66946190735664,44,0.33053809264335854
14395,1,0,0,141,0,1038,60.085560711972995,27,-33.085560711972995
14396,0,0,0,139,0,0,1.6720443424699276,0,-1.6720443424699276
14397,0,0,0,0,0,12,5.208148096438008,9,3.7918519035619918
14398,0,0,0,0,0,483,37.76361209804144,24,-13.763612098041442
14399,0,0,0,0,0,89,15.353498585982454,19,3.6465014140175462
14400,0,0,0,0,0,2464,72.75780589584835,76,3.2421941041516504
14401,0,0,0,0,0,623,44.01513407323292,35,-9.015134073232922
14402,0,0,0,94,0,0,2.026197985567682,0,-2.026197985567682
14403,0,0,0,65,0,658,44.51169534320769,37,-7.511695343207691
14404,0,0,0,0,0,47,10.665509456570696,17,6.334490543429304
14405,0,0,1,55,0,35,12.367644409764752,24,11.632355590235248
14406,4,3,5,382,0,2430,87.4642349855287,91,3.535765014471295
14407,0,0,0,0,0,231,28.331156890536555,20,-8.331156890536555
14408,0,0,0,107,0,229,32.62809040237698,30,-2.6280904023769835
14409,0,0,0,67,0,1,6.675326765007446,0,-6.675326765007446
14410,0,0,0,0,0,186,24.928289561479538,12,-12.928289561479538
14411,1,0,0,100,0,106,22.397540027842236,17,-5.397540027842236
14412,0,0,0,0,0,7,4.966730475357363,0,-4.966730475357363
14413,0,0,0,0,0,0,2.6800779457914206,10,7.319922054208579
14414,0,0,0,0,0,135,21.666840228313824,22,0.3331597716861765
14415,1,0,3,226,0,531,49.22972849904248,65,15.77027150095752
14416,0,0,0,0,0,0,2.6800779457914206,8,5.319922054208579
14417,0,0,0,0,0,568,40.83398302096544,47,6.166016979034559
14418,0,0,0,0,0,1446,61.300444109874825,85,23.699555890125175
14419,0,0,0,38,0,19,6.695707316902597,3,-3.695707316902597
14420,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14421,0,0,1,0,0,1248,67.0788888470124,74,6.921111152987606
14422,0,0,0,172,0,0,1.5017699913296445,0,-1.5017699913296445
14423,7,1,2,765,0,1504,83.2427167250236,95,11.757283274976402
14424,0,0,0,0,0,457,37.32447285565686,42,4.6755271443431425
14425,0,0,0,0,0,358,34.86927446362851,33,-1.869274463628507
14426,1,0,0,337,0,2273,74.8257135021073,66,-8.825713502107305
14427,1,0,2,100,0,1724,75.16960226735591,66,-9.169602267355913
14428,0,0,0,33,0,190,25.15481474198605,26,0.8451852580139487
14429,2,1,2,311,0,1357,70.31909952976478,75,4.6809004702352155
14430,1,0,0,46,0,1773,70.0677109364745,68,-2.067710936474498
14431,2,0,2,200,0,1520,76.67559375791701,93,16.324406242082986
14432,2,0,10,227,0,3272,90.83719253991667,86,-4.837192539916671
14433,0,0,0,0,0,1197,56.24404340567721,73,16.75595659432279
14434,0,0,0,2,0,502,43.949950846410836,54,10.050049153589164
14435,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14436,0,0,2,0,0,1573,75.59334788762305,59,-16.593347887623054
14437,0,0,0,0,0,145,21.850337322194,34,12.149662677805999
14438,2,0,1,385,0,750,63.69829190184809,65,1.301708098151913
14439,3,0,0,298,0,1189,70.93951443251527,81,10.060485567484733
14440,1,0,7,100,0,312,37.50744137743667,27,-10.50744137743667
14441,2,0,0,204,0,508,46.94506066860248,33,-13.94506066860248
14442,0,0,0,0,0,192,24.862443953669263,8,-16.862443953669263
14443,12,7,3,1083,0,5141,100.00939676838267,98,-2.009396768382672
14444,0,0,0,0,0,2120,72.05048463940557,50,-22.050484639405568
14445,0,0,5,0,0,1434,64.52193152930012,63,-1.5219315293001188
14446,2,0,1,208,0,424,47.10060532605587,41,-6.10060532605587
14447,0,0,0,0,0,1362,61.44348246227836,73,11.55651753772164
14448,1,0,0,223,0,897,57.87512069909173,64,6.124879300908269
14449,0,0,3,13,0,703,63.30630806176003,60,-3.306308061760028
14450,1,1,0,100,0,508,41.54113491160736,38,-3.541134911607358
14451,0,0,0,23,0,851,50.56532019180045,45,-5.565320191800453
14452,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14453,0,0,0,0,0,1757,67.5869320324816,66,-1.5869320324815988
14454,2,1,2,263,0,1546,79.63964107590175,98,18.36035892409825
14455,4,0,3,405,0,1474,85.87432105231993,98,12.125678947680072
14456,1,0,9,51,0,1452,84.57813192064536,75,-9.578131920645362
14457,0,0,0,0,0,183,25.004033199996847,10,-15.004033199996847
14458,2,1,1,246,0,3191,87.36265288024491,97,9.637347119755091
14459,0,0,0,0,0,1999,70.52200082920974,45,-25.522000829209745
14460,0,0,0,31,0,405,34.967409752319654,62,27.032590247680346
14461,0,0,0,0,0,8,4.987900930996676,2,-2.987900930996676
14462,1,0,2,183,0,3838,89.27682123032017,95,5.7231787696798335
14463,0,0,0,64,0,59,14.103279194580095,18,3.896720805419905
14464,0,0,0,64,0,1302,63.68033576305279,74,10.319664236947212
14465,0,0,0,74,0,702,47.35701318081075,53,5.642986819189247
14466,3,0,6,493,0,2387,91.15511202427348,79,-12.155112024273478
14467,4,2,0,1247,0,3229,99.5951392944191,100,0.4048607055809015
14468,0,0,0,264,0,0,0.13674551066730825,0,-0.13674551066730825
14469,0,0,0,60,0,1303,63.740124055840575,66,2.2598759441594254
14470,1,1,3,108,0,2161,81.4881983707477,88,6.511801629252304
14471,4,0,2,423,0,1413,86.80239234911386,85,-1.802392349113859
14472,1,0,0,100,0,1464,70.01664890244523,70,-0.0166489024452261
14473,0,0,0,53,0,390,35.6796283790583,35,-0.6796283790583004
14474,0,0,0,40,0,1044,52.30193667308444,57,4.698063326915559
14475,1,1,0,140,0,1268,64.4588272782725,79,14.541172721727506
14476,7,1,3,812,0,3218,98.24978591493857,98,-0.24978591493857039
14477,0,0,0,58,0,2247,73.82302338492897,76,2.176976615071027
14478,2,1,6,202,0,1583,75.3990922252795,72,-3.399092225279503
14479,1,1,10,100,0,3520,82.49115145318548,69,-13.49115145318548
14480,1,0,1,126,0,2455,81.6922711689021,62,-19.692271168902096
14481,1,0,8,219,0,4784,93.0152785248985,94,0.9847214751014945
14482,1,1,0,160,0,520,44.25247044776895,54,9.74752955223105
14483,2,1,2,200,0,400,42.91582517644999,42,-0.9158251764499923
14484,0,0,0,89,0,127,21.364772556594957,19,-2.364772556594957
14485,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14486,0,0,0,54,0,753,49.26541113426519,56,6.734588865734807
14487,0,0,0,0,0,248,28.76872946795408,30,1.2312705320459187
14488,0,0,1,302,0,0,4.329818494407177,0,-4.329818494407177
14489,0,0,0,0,0,594,42.43538010701371,58,15.564619892986293
14490,0,0,0,0,0,0,2.6800779457914206,19,16.31992205420858
14491,1,0,1,100,0,297,37.79842406727601,31,-6.7984240672760095
14492,0,0,0,0,0,83,15.720948365825574,19,3.279051634174426
14493,1,0,0,100,0,327,34.85699361317058,57,22.14300638682942
14494,2,0,1,175,0,149,35.75201861627938,32,-3.752018616279379
14495,0,0,4,133,0,1379,75.2625653261959,81,5.737434673804103
14496,0,0,4,0,0,2657,78.19257666008627,62,-16.192576660086274
14497,0,0,0,0,0,2249,72.95045090518389,43,-29.950450905183885
14498,0,0,0,58,0,1539,72.85594860398129,69,-3.8559486039812896
14499,0,0,0,0,0,0,2.6800779457914206,0,-2.6800779457914206
14500,0,0,0,0,0,75,14.193568459484084,33,18.806431540515916
14501,0,0,1,0,0,2767,78.60563045183922,63,-15.605630451839218
14502,0,0,0,63,0,506,40.6054469367324,38,-2.605446936732399
14503,0,0,0,18,0,1721,69.25482402307652,70,0.7451759769234769
14504,0,0,0,0,0,129,20.41936757706135,36,15.580632422938649
14505,3,0,1,292,0,468,53.10392590052123,59,5.896074099478767
